序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,river_distance_m,river_distance_category,mean_elevation,std_elevation,max_slope,terrain_risk,is_warning_zone,is_critical_zone,index_station,station_id,station_name,rain_1hr,rain_3hr,rain_24hr,nearest_station_distance_m,nearest_station_name,nearest_rain_1hr,nearest_rain_3hr,nearest_rain_24hr,dynamic_risk,river_risk,slope_risk,rain_risk,risk_score
2130,花蓮縣豐濱鄉,豐濱村,光豐路26號,121.5218,23.6012,豐濱國中禮堂,豐濱村,0,"水災,震災,土石流",劉文彥,03-8791159,是,否,是,135.14236021499332,<500m,36.28316486630286,34.90565568980659,57.256419172757795,HIGH,False,False,86,01T730,豐濱,0.0,0.0,131.0,191.6718591638942,豐濱,0.0,0.0,131.0,WARNING,0.9546564326875042,0.7071164099165081,0.0,0.5462646744155789
2143,花蓮縣光復鄉,大富村,明德路29巷12號,121.3909,23.6073,大富國小,大富村.大豐村,80,"水災,震災,土石流",郭瑛忠,03-8701049,是,是,是,632.8991430913661,500-1000m,181.8063245500837,6.098676341940834,11.294125728455395,LOW,False,False,30,81T770,大豐,0.0,0.0,143.5,1509.2408031244358,大豐,0.0,0.0,143.5,SAFE,0.7465047564952211,0.09922354456571505,0.0,0.29104372814304186
2177,花蓮縣光復鄉,大興村,民權街17號,121.3982,23.6323,大興國小,大興村,300,"水災,震災,土石流",陳吉文,03-8702987,是,是,是,442.12422905851116,<500m,151.0000970000753,4.207470822176151,8.841956744641154,HIGH,False,False,139,88T920,大興,0.0,0.0,189.5,58.38003354798134,大興,0.0,0.0,189.5,WARNING,0.8262829122079484,0.0667913938136736,0.0,0.309236437416884
2180,花蓮縣光復鄉,大興村,民權街37號,121.3942,23.6338,大興活動中心,大興村,100,"水災,震災,土石流",劉建榮,03-8702216,是,否,是,286.92081695989,<500m,162.0300458012795,12.84084961548992,33.84364848903115,HIGH,False,False,139,88T920,大興,0.0,0.0,189.5,418.9497495079432,大興,0.0,0.0,189.5,WARNING,0.8911857954844048,0.39746136030548995,0.0,0.43115343651118865
2182,花蓮縣豐濱鄉,新社村,9鄰東興18-1號,121.5308,23.6351,東興部落原住民多功能活動中心,新社村及磯崎村,0,海嘯,石蓮花,03-8711158,是,否,是,2141.847634397423,>=1000m,55.47204308564128,42.40605790600291,57.98536380554229,HIGH,False,False,116,81T870,東興部落,0.0,0.0,139.5,14.922861898466422,東興部落,0.0,0.0,139.5,WARNING,0.11549345025415148,0.7167573614073738,0.0,0.2554499160111651
2185,花蓮縣光復鄉,西富村,民有街51巷3-1號,121.4295,23.6362,馬佛活動中心,西富村,100,"水災,震災,土石流",高有民,03-8702206,是,否,是,693.0590392742856,500-1000m,136.602392000426,4.385235797472356,8.20438559739833,LOW,False,False,53,C0T960,光復,0.0,0.0,147.0,2751.769602052446,光復,0.0,0.0,147.0,SAFE,0.7213471219620144,0.05835893924018502,0.0,0.2699791744587606
2202,花蓮縣光復鄉,南富村,建國路二段39號,121.4512,23.6419,砂荖活動中心,南富村,100,"水災,震災,土石流",吳福鍵,03-8702206,是,否,是,440.2095454218845,<500m,133.32439227391555,10.740751265493454,32.317739280860216,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,3390.521144217667,光復,0.0,0.0,147.0,WARNING,0.8270835936291813,0.3772798321155563,0.0,0.4026632074048803
2219,花蓮縣豐濱鄉,新社村,150號,121.5354,23.6519,新社國小二樓綜合教室,新社村,200,"水災,震災,土石流",許傳方,03-8711138,是,否,是,665.1079434501592,500-1000m,58.17358177807006,44.49830369925715,47.80429452572705,HIGH,False,False,116,81T870,東興部落,0.0,0.0,139.5,1905.3336775622445,東興部落,0.0,0.0,139.5,WARNING,0.7330356968792309,0.5821035198983178,0.0,0.43119354987722613
2220,花蓮縣光復鄉,大全村,中山路一段216巷8號,121.4184,23.6521,光復鄉立托兒所,大全村.大進村,100,"水災,震災,土石流",羅彩和,03-8705165,是,是,是,335.51252511313743,<500m,123.08474994970828,1.6905556738184944,10.495211480653406,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,1163.6945044654603,光復,0.0,0.0,147.0,WARNING,0.8708657398887851,0.08865718168709923,0.0,0.3314001634672045
2227,花蓮縣光復鄉,西富村,中正路二段72巷14號,121.4494,23.6584,西南活動中心,西富村,100,"水災,震災,土石流",劉貴滿,03-8702923,是,否,是,364.4614874088604,<500m,112.30442178486199,2.052883102364917,14.215460387865074,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,2505.6280861572777,光復,0.0,0.0,147.0,WARNING,0.8587598776822252,0.13786083534645335,0.0,0.34192420779271476
2232,花蓮縣光復鄉,北富村,中正路二段23號,121.4484,23.6601,太巴塱國小,北富村.西富村,100,"水災,震災,土石流",林萬男,03-8701134#10,是,是,是,172.02293716899146,<500m,110.8809099996992,2.0088174365968636,14.215460387865074,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,2391.5949435869393,光復,0.0,0.0,147.0,WARNING,0.9392337319308178,0.13786083534645335,0.0,0.37009005677972223
2236,花蓮縣光復鄉,大同村,中正路一段370號,121.431,23.6633,大同活動中心,大同村,100,"水災,震災,土石流",吳張義,03-8701180,是,否,是,171.675895509517,<500m,114.47701323311871,1.7767285949316245,12.345524964783575,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,680.0013697498342,光復,0.0,0.0,147.0,WARNING,0.9393788576339991,0.11312924957962363,0.0,0.3627213750457867
2244,花蓮縣光復鄉,大華村,中華路257號,121.4233,23.6694,光復鄉公所,大安村、大華村,100,"水災,震災,土石流",黃微鈞,03-8702206#239,是,是,是,736.9607667804647,500-1000m,126.66297296332438,15.095415714838905,41.2724024617713,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,978.9720994862223,光復,0.0,0.0,147.0,WARNING,0.7029883200681633,0.4957133447054307,0.0,0.39475991543548633
2247,花蓮縣光復鄉,大馬村,林森路200號,121.4248,23.6705,光復國中,大平村.大馬村.大同村,100,"水災,震災,土石流",葉淑貞,03-8701027,是,是,是,800.3043722754518,500-1000m,124.94813490425621,9.269694288197348,37.04692413943158,HIGH,False,False,53,C0T960,光復,0.0,0.0,147.0,1086.0934201118866,光復,0.0,0.0,147.0,WARNING,0.6764993236075786,0.43982757547249507,0.0,0.36872303590440103
2277,花蓮縣光復鄉,東富村,東富路60號,121.4825,23.6845,東富國小,東富村,100,"水災,震災,土石流",鄭金寶,03-8701292,是,是,是,271.8751978205742,<500m,118.30464114511892,25.34007539388684,35.91431392559773,HIGH,False,False,88,01T9L0,東富,0.0,0.0,149.0,56.12785841748599,東富,0.0,0.0,149.0,WARNING,0.8974775647800471,0.424847781893496,0.0,0.44157148224106524
2293,花蓮縣萬榮鄉,明利村,5鄰75號,121.4018,23.696,馬太鞍社區活動中心,明利村,80,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,681.8079870072733,500-1000m,225.41236727189045,55.92061474341544,31.396210824185996,HIGH,False,False,136,C0Z200,萬榮,0.0,0.0,131.5,2372.33690512488,萬榮,0.0,0.0,131.5,WARNING,0.7260520812290132,0.3650917855223455,0.0,0.3636457640868583
2323,花蓮縣萬榮鄉,明利村,2鄰34-8號,121.412375,23.704834,明利社區活動中心,明利村,100,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,1650.8156283434323,>=1000m,170.11798252343402,44.74052914387058,42.1715883086065,HIGH,False,False,136,C0Z200,萬榮,0.0,0.0,131.5,925.9182916986517,萬榮,0.0,0.0,131.5,WARNING,0.32083296272360395,0.5076058900932695,0.0,0.26457330398124224
2333,花蓮縣豐濱鄉,磯崎村,71號,121.5419,23.7085,磯崎村辦公處活動中心,磯崎村,0,"水災,震災,土石流",李貴良,03-8711029,是,否,是,89.9974412504501,<500m,83.96182235824386,44.0464070744602,63.652254408633105,HIGH,False,False,29,81T990,高山部落,0.0,0.0,145.5,1988.3922836896397,高山部落,0.0,0.0,145.5,WARNING,0.9735351117478523,0.7917071106081373,0.0,0.5782494222941894
2337,花蓮縣鳳林鎮,長橋里,長橋路4號,121.4195,23.7097,長橋社區活動中心,長橋里,50,"水災,土石流",董經碩,03-8751131,是,否,否,1047.9419408749045,>=1000m,140.13714589499065,3.4245015510747256,6.267653054304626,LOW,False,False,136,C0Z200,萬榮,0.0,0.0,131.5,81.58488427281762,萬榮,0.0,0.0,131.5,SAFE,0.5729423721697917,0.03274390119892504,0.0,0.21035300061910459
2338,花蓮縣萬榮鄉,明利村,1鄰13-3號,121.414808,23.709766,萬榮鄉立幼兒園,明利村,50,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,1190.7814716600985,>=1000m,146.60482128688267,9.952355568744746,57.65473572637932,HIGH,False,False,136,C0Z200,萬榮,0.0,0.0,131.5,543.6278921985065,萬榮,0.0,0.0,131.5,WARNING,0.5132098104402574,0.7123845062831758,0.0,0.3933387855390428
2350,花蓮縣萬榮鄉,萬榮村,1鄰8號,121.410119,23.714392,萬榮社區活動中心,萬榮村,50,"水災,土石流,海嘯",陳如花,03-8751497,是,否,是,769.2678368798599,500-1000m,188.30896429723623,54.355638728729474,51.59683468042485,HIGH,False,False,136,C0Z200,萬榮,0.0,0.0,131.5,1168.446666340992,萬榮,0.0,0.0,131.5,WARNING,0.6894781660624449,0.6322632906327995,0.0,0.43099634531169556
2357,花蓮縣鳳林鎮,森榮里,林森路113-1號,121.3972,23.7176,森榮里辦公處,森榮里,30,水災,董經碩,03-8751926,是,否,否,101.68639155965953,<500m,210.26706849079696,59.575779883395626,61.3903053641174,HIGH,False,False,47,C1T940,大觀,0.0,0.0,134.0,2482.625403828584,大觀,0.0,0.0,134.0,WARNING,0.9686470325021406,0.7617907904485611,0.0,0.5675636985103175
2384,花蓮縣鳳林鎮,鳳信里,中正路1段120巷24號,121.4434,23.7297,鳳信社區活動中心,鳳信里,50,"水災,土石流",傅金棟,03-8764212,是,否,否,1341.5907013351073,>=1000m,118.37276064008779,2.4850952020081816,7.182110366058708,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,2084.7080909772485,鳳林,0.0,0.0,137.0,SAFE,0.4501444841161827,0.04483842551061563,0.0,0.17100209709384862
2397,花蓮縣鳳林鎮,鳳智里,中華路2號,121.449348,23.741218,樂活會館,鳳義里、鳳信里、山興里、南平里,150,"水災,震災,土石流",詹芳雅,03-8762771轉191,是,否,否,1282.8788345245564,>=1000m,106.3267789551529,2.1867431256017413,6.130015690213005,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,682.3189545813764,鳳林,0.0,0.0,137.0,SAFE,0.47469658246906343,0.030923522680642957,0.0,0.17542086066836507
2401,花蓮縣鳳林鎮,鳳智里,中正路2段1號,121.4472,23.7429,鳳林鎮藝文中心,鳳智里、山興里,300,"水災,震災,土石流",巫賢偉,03-8762031#14,是,是,否,1030.8871804207447,>=1000m,106.00523252881908,2.2091755110127513,11.3789898840043,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,726.3627171821765,鳳林,0.0,0.0,137.0,SAFE,0.580074323150102,0.1003459497116792,0.0,0.23312979801603945
2403,花蓮縣鳳林鎮,鳳智里,鳳林鎮光復路8號,121.4488,23.7439,鳳林國中進德堂,鳳智里,350,"水災,震災,土石流",鍾孔麟,03-8762021,是,是,否,987.0705435400032,500-1000m,104.43240838138246,2.1943911756901318,11.3789898840043,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,530.1680112567649,鳳林,0.0,0.0,137.0,SAFE,0.5983975418898457,0.1003459497116792,0.0,0.23954292457494977
2405,花蓮縣鳳林鎮,鳳智里,光華路124號,121.4518,23.7447,鳳林鎮公所,鳳智里,80,"水災,震災,土石流",蕭文龍,03-8762772,是,否,否,1064.1024299461405,>=1000m,102.2702397988767,2.327683268607454,5.689922832965798,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,226.9226705539383,鳳林,0.0,0.0,137.0,SAFE,0.566184387137772,0.025102896946711355,0.0,0.2056954045822336
2410,花蓮縣鳳林鎮,鳳智里,大同街7-1號,121.451,23.746,"鳳禮,鳳智里活動中心",鳳智里、鳳禮里,60,"水災,土石流",張燕春,03-8763910,是,否,是,899.9569863401182,500-1000m,101.64961733915368,2.317974749224897,9.516814902619075,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,246.1084267630387,鳳林,0.0,0.0,137.0,SAFE,0.6348266445641373,0.07571700279912799,0.0,0.24490442643718643
2420,花蓮縣鳳林鎮,鳳義里,鳳林鎮水源路56-2號,121.4393,23.7491,鳳義社區活動中心,鳳義里,50,土石流,傅金棟,03-8763004,是,否,否,50.11952844632818,<500m,106.19157463104935,3.149256573251953,8.786844718784536,HIGH,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,1476.0193545672005,鳳林,0.0,0.0,137.0,WARNING,0.9902112368731815,0.06606248746887025,0.0,0.3663926791462746
2422,花蓮縣鳳林鎮,鳳仁里,中華路111號,121.452,23.7498,鳳仁社區活動中心,鳳仁里,50,"水災,土石流",劉清盛,03-8763174,是,否,否,677.1077912577108,500-1000m,97.90028583084582,2.4450950295802008,9.516814902619075,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,432.81204989183374,鳳林,0.0,0.0,137.0,SAFE,0.7280176066771038,0.07571700279912799,0.0,0.2775212631767247
2429,花蓮縣鳳林鎮,鳳仁里,鳳林鎮光復路94號,121.4518,23.7512,鳳仁國小羽球館,鳳仁里,300,"水災,震災,土石流",鍾肇憲,03-8762201,是,是,否,535.9704405719132,500-1000m,96.93248594869962,2.3499303999839367,9.516814902619075,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,586.7096416017472,鳳林,0.0,0.0,137.0,SAFE,0.7870383516056233,0.07571700279912799,0.0,0.2981785239017065
2433,花蓮縣鳳林鎮,大榮里,復興路69號,121.4676,23.7523,大榮2村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,1041.7060293189463,>=1000m,87.82752932035007,1.9626905908258534,3.791912868494474,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,1600.4704189623462,鳳林,0.0,0.0,137.0,SAFE,0.5755501024662202,0.0,0.0,0.20144253586317706
2434,花蓮縣鳳林鎮,大榮里,鳳林鎮大榮3路15號,121.4676,23.7523,大榮1村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,1041.7060293189463,>=1000m,87.82752932035007,1.9626905908258534,3.791912868494474,LOW,False,False,130,C0Z160,鳳林,0.0,0.0,137.0,1600.4704189623462,鳳林,0.0,0.0,137.0,SAFE,0.5755501024662202,0.0,0.0,0.20144253586317706
2480,花蓮縣鳳林鎮,北林里,民和路1號,121.471,23.7672,北林3村社區活動中心,北林里,50,土石流,戴佳明,8761724,是,否,否,510.86105034989214,500-1000m,82.82039366177986,2.5841173284857426,5.809702596071123,LOW,False,False,45,C1T920,中興,0.0,0.0,115.5,2830.0748316728555,中興,0.0,0.0,115.5,SAFE,0.7975385835314993,0.02668709255464748,0.0,0.287144632002419
2505,花蓮縣鳳林鎮,南平里,自強路368-1號,121.4584,23.7817,南平社區活動中心,南平里,50,"水災,土石流",江麗琴,03-8771735,是,否,否,626.9154603386917,500-1000m,111.12480109857053,4.2212186823450875,8.654274109425424,LOW,False,False,46,C0T900,西林,0.0,0.5,141.0,3763.8696347528157,西林,0.0,0.5,141.0,SAFE,0.7490070098800461,0.06430912136057824,0.0,0.2814451898661896
2506,花蓮縣壽豐鄉,水璉村,水璉二街21號,121.5472,23.7817,水璉活動中心,水璉村,41,"水災,震災,土石流",黃文達,03-8601055,是,否,是,348.3007495949236,<500m,126.9101020384808,47.966913065321435,43.36705124616008,HIGH,False,False,68,C0T9F0,水璉,0.0,0.0,146.0,1774.4270734626311,水璉,0.0,0.0,146.0,WARNING,0.8655179667333399,0.5234169677413151,0.0,0.45995637867906347
2509,花蓮縣萬榮鄉,見晴村,7鄰89號,121.451955,23.783512,見晴國民小學,見晴村,130,"水災,土石流,海嘯",馬麗琴,03-8771034,是,否,是,520.9754417184449,500-1000m,120.88551515924325,4.010577198678648,6.2030111533863375,LOW,False,False,46,C0T900,西林,0.0,0.5,141.0,3320.8775083471573,西林,0.0,0.5,141.0,SAFE,0.7933089525360901,0.03188895364460949,0.0,0.28722481948101436
2534,花蓮縣壽豐鄉,米棧村,米棧路二段21號,121.5243,23.7951,米棧活動中心,米棧村,34,"水災,震災,土石流,海嘯",黃明輝,03-8741367,是,否,是,533.6444757132288,500-1000m,146.82892785615067,76.21295049274667,51.88279854397133,HIGH,False,False,68,C0T9F0,水璉,0.0,0.0,146.0,1869.6763321083768,水璉,0.0,0.0,146.0,WARNING,0.7880110223973738,0.636045421143948,0.0,0.46661748418226523
2561,花蓮縣鳳林鎮,林榮里,永康路54號,121.45,23.8035,林榮社區活動中心,林榮里,50,"水災,土石流",江麗琴,03-8771014,是,否,否,673.9183963603755,500-1000m,154.03611313076087,4.16002878643088,12.711493705755156,LOW,False,False,46,C0T900,西林,0.0,0.5,141.0,1273.9643114992148,西林,0.0,0.5,141.0,SAFE,0.7293513461996135,0.11796951689238573,0.0,0.2906638262375804
2598,花蓮縣壽豐鄉,溪口村,溪口路103巷2號,121.4734,23.8195,溪口活動中心,溪口村,50,"水災,震災,土石流,海嘯",黃素珠,03-8652809,是,否,是,796.1196698404029,500-1000m,112.19197760299076,12.200913154821174,45.412637676567996,HIGH,False,False,114,81T850,溪口國小,0.0,0.0,107.0,25.516078106553454,溪口國小,0.0,0.0,107.0,WARNING,0.678249280325773,0.550471696809834,0.0,0.40252875715697073
2619,花蓮縣壽豐鄉,豐坪村,豐坪路2段73號,121.5096,23.8351,豐坪活動中心,豐坪村,32,"水災,震災,土石流,海嘯",曾振倫,03-8652803,是,否,是,1383.9235109884244,>=1000m,51.10397354024925,2.9468413917909193,4.432873552709164,LOW,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,3962.620121361508,壽豐,0.0,0.0,103.5,SAFE,0.43244177148543317,0.008477284262949952,0.0,0.15389780529878658
2629,花蓮縣壽豐鄉,樹湖村,大樹腳59號,121.4692,23.8407,樹湖活動中心,樹湖村,38,"水災,震災,土石流,海嘯",黃素珠,03-8652810,是,否,是,41.635886627697985,<500m,152.68363080372438,53.56447943404024,40.1632296395171,HIGH,False,False,114,81T850,溪口國小,0.0,0.0,107.0,2361.115732743792,溪口國小,0.0,0.0,107.0,WARNING,0.9937589218581221,0.4810435318096402,0.0,0.4921286821932348
2639,花蓮縣壽豐鄉,豐山村,中山路41號,121.4918,23.8464,豐山國小,豐山村,50,"水災,震災,土石流,海嘯",林忠宏,03-8651640,是,否,是,842.3416434370741,500-1000m,54.043183678996805,2.81547207592058,6.977340801740747,LOW,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,3175.532335861829,壽豐,0.0,0.0,103.5,SAFE,0.6589201991117212,0.04213016297927083,0.0,0.24326111858288366
2643,花蓮縣壽豐鄉,豐山村,中山路127巷15號,121.4936,23.8478,豐山活動中心,豐山村,47,"水災,震災,土石流,海嘯",陳春盛,03-8652801,是,否,是,1001.6233030427575,>=1000m,51.639444138187955,2.6101875987843823,6.977340801740747,LOW,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,2948.5225239953743,壽豐,0.0,0.0,103.5,SAFE,0.5923118763842612,0.04213016297927083,0.0,0.21994820562827266
2660,花蓮縣萬榮鄉,西林村,8鄰134號,121.342737,23.855288,西林社區活動中心,西林村,100,"水災,土石流,海嘯",郭瑪利,03-8771524,是,否,是,2045.522719050345,>=1000m,1150.6322254073589,224.63532219114526,76.22686505505023,HIGH,False,False,84,01T670,新東礦,1.0,1.0,114.0,7637.839892424158,新東礦,1.0,1.0,114.0,WARNING,0.15577455395445794,0.9580176996518321,0.5,0.51692640377961
2668,花蓮縣萬榮鄉,西林村,7鄰103號,121.3593,23.8576,西林天主堂,西林村,100,"水災,土石流,海嘯",郭瑪利,03-8771524,是,否,是,537.26690125752,500-1000m,924.8227133977055,220.983280792191,79.40111321299797,HIGH,False,False,84,01T670,新東礦,1.0,1.0,114.0,6531.910860265452,新東礦,1.0,1.0,114.0,WARNING,0.7864961983409967,1.0,0.5,0.7502736694193488
2688,花蓮縣壽豐鄉,月眉村,月眉路3段24號,121.556384,23.867967,月眉國小,壽豐鄉月眉村,50,"水災,震災,土石流,海嘯",劉康盛,03-8631011,是,否,是,112.9925178600764,<500m,48.37176437416835,11.945415677184357,33.33142483946595,HIGH,False,False,65,C0T9E0,大坑,1.5,1.5,149.5,2960.0954009627258,大坑,1.5,1.5,149.5,WARNING,0.9639190424040972,0.3906867396610271,0.75,0.7170776867397421
2689,花蓮縣壽豐鄉,米棧村,米棧路一段53號,121.5564,23.8681,月眉國小-米棧分校,米棧村,45,"水災,震災,土石流,海嘯",鍾萬仁,03-8741270,是,否,是,125.83776781347689,<500m,47.8642056653553,11.555580622841614,33.33142483946595,HIGH,False,False,65,C0T9E0,大坑,1.5,1.5,149.5,2951.706848166005,大坑,1.5,1.5,149.5,WARNING,0.9585474223661775,0.3906867396610271,0.75,0.7151976197264702
2691,花蓮縣壽豐鄉,壽豐村,壽豐路1段97號,121.5099,23.8691,壽豐活動中心,壽豐村,13,"水災,震災,土石流,海嘯",劉鳳珠,03-8652805,是,否,是,147.50699700876018,<500m,34.76458030981808,1.7776127127070644,25.228166223866154,HIGH,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,268.3515958697855,壽豐,0.0,0.0,103.5,WARNING,0.9494857952142011,0.28351382183253065,0.0,0.41737417487472955
2693,花蓮縣壽豐鄉,共和村,農墾2街38號,121.5308,23.8693,共和活動中心,共和村,31,"水災,震災,土石流,海嘯",劉鳳珠,03-8652804,是,否,是,425.9362488488583,<500m,30.59528900692835,1.7456205688573418,12.660973098326311,HIGH,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,2320.2455246632558,壽豐,0.0,0.0,103.5,WARNING,0.8330523934701327,0.11730133620539718,0.0,0.3267587385761656
2697,花蓮縣壽豐鄉,壽豐村,壽山路26號,121.5091,23.8704,壽豐鄉公所,壽豐鄉各村,50,"水災,震災,土石流,海嘯",李昌貴,03-8654110,否,是,是,190.01533769486431,<500m,34.94276159597088,2.8284230319619614,32.053094261959124,HIGH,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,115.27166817119016,壽豐,0.0,0.0,103.5,WARNING,0.9317096791061805,0.3737796625899527,0.0,0.43823228646414897
2698,花蓮縣壽豐鄉,壽豐村,公園路30號,121.5091,23.8704,文化中心,壽豐村,50,"水災,震災,土石流,海嘯",陳自強,03-8652131-122,是,否,是,190.01533769486431,<500m,34.94276159597088,2.8284230319619614,32.053094261959124,HIGH,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,115.27166817119016,壽豐,0.0,0.0,103.5,WARNING,0.9317096791061805,0.3737796625899527,0.0,0.43823228646414897
2701,花蓮縣壽豐鄉,鹽寮村,鹽寮165號,121.59829,23.871385,鹽寮活動中心,鹽寮村,15,"水災,震災,土石流",黃文達,03-8671123,是,否,是,869.7232870886386,500-1000m,64.30443856952272,58.81405362048356,49.49998499577384,HIGH,False,False,65,C0T9E0,大坑,1.5,1.5,149.5,1951.0742414752206,大坑,1.5,1.5,149.5,WARNING,0.6474697574119874,0.6045305587020691,0.75,0.6704735827048163
2722,花蓮縣壽豐鄉,光榮村,光榮1街26之1號,121.5143,23.8817,光榮活動中心,光榮村,39,"水災,震災,土石流,海嘯",沈佩儀,03-8652806,是,否,是,288.2898498633501,<500m,44.32913821160581,7.442481723189086,32.66238887253268,HIGH,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,1358.031428085726,壽豐,0.0,0.0,103.5,WARNING,0.8906132940069345,0.3818381344134528,0.0,0.4262660932264629
2727,花蓮縣壽豐鄉,平和村,平和路32號,121.5197,23.8837,平和活動中心,平和村,49,"水災,震災,土石流,海嘯",陳美珠,03-8661801,是,否,是,257.84219197162383,<500m,45.575326528354566,7.082568445500325,38.66518490685925,HIGH,False,False,124,C1Z120,壽豐,0.0,0.0,103.5,1850.547838663048,壽豐,0.0,0.0,103.5,WARNING,0.9033458799692359,0.4612305364885391,0.0,0.4545402189357943
2792,花蓮縣壽豐鄉,月眉村,月眉路三段108號,121.554,23.8996,月眉活動中心,月眉村,53,"水災,震災,土石流,海嘯",黃明輝,03-8631116,是,否,是,848.3360661022236,500-1000m,33.8511785896457,2.5342777588521046,16.635105617134016,MEDIUM,False,False,79,C0Z100,東華,0.0,0.0,109.0,641.9760867603705,東華,0.0,0.0,109.0,SAFE,0.6564134545158051,0.16986283005403052,0.0,0.2807035580967409
2804,花蓮縣壽豐鄉,志學村,中正路120巷13號,121.5322,23.9053,志學活動中心,志學村,40,"水災,震災,土石流,海嘯",徐琬玲,03-8661800,是,否,是,818.4864930300636,500-1000m,46.37683677284085,2.5122770409134825,8.895547612004222,MEDIUM,False,False,79,C0Z100,東華,0.0,0.0,109.0,2112.466301576758,東華,0.0,0.0,109.0,SAFE,0.6688959336749839,0.06750018146278097,0.0,0.25436363122507866
2848,花蓮縣壽豐鄉,池南村,池南路2段17號,121.506,23.9197,池南活動中心,池南村,53,"水災,震災,土石流,海嘯",沈佩儀,03-8641008,是,否,是,97.66474259634825,<500m,165.8107393528356,43.282806976448384,45.40879093908899,HIGH,False,False,52,C0T870,鯉魚潭,1.5,1.5,122.5,1790.5015678047187,鯉魚潭,1.5,1.5,122.5,WARNING,0.9703288036031446,0.5504208202305093,0.75,0.7672413273302533
2876,花蓮縣吉安鄉,光華村,光華二街200號,121.578,23.934,光華活動中心,光華村,37,"水災,震災,土石流",葉光南,8422057,是,否,是,1587.3055735628507,>=1000m,32.88485466345787,2.9625678054497997,6.462984623295492,LOW,False,False,129,C0Z150,吉安光華,0.0,0.0,122.5,1779.0603850043929,吉安光華,0.0,0.0,122.5,SAFE,0.34739156486107625,0.03532733771327599,0.0,0.13218524901535947
2902,花蓮縣吉安鄉,干城村,干城一街97巷1號,121.545,23.9474,干城活動中心,干城村,35,"水災,震災,土石流",林世昌,8526086,是,否,是,1097.6890929394062,>=1000m,75.86982151636477,3.4355737852270685,10.94109607254893,LOW,False,False,15,C2TB30,吉安,0.5,0.5,109.5,381.0113160272979,吉安,0.5,0.5,109.5,SAFE,0.5521391336319248,0.094554408345547,0.25,0.30911501927483775
2903,花蓮縣秀林鄉,文蘭村,6鄰79號,121.5068,23.9479,文蘭活動中心,重光、米亞丸社區,100,"水災,震災,土石流,海嘯",杜明輝,955079056,是,否,是,229.3647286606083,<500m,146.48594900637258,40.07482947832108,53.100337209308435,HIGH,False,False,52,C0T870,鯉魚潭,1.5,1.5,122.5,1375.3308653713948,鯉魚潭,1.5,1.5,122.5,WARNING,0.9152545709721757,0.6521484702410095,0.75,0.7784836409125643
2912,花蓮縣吉安鄉,仁安村,南海三街71號,121.5968,23.9517,仁安活動中心,仁安村,63,"水災,震災,土石流",蔡文隆,8422948,是,否,是,1402.7727595875538,>=1000m,11.673897957801818,2.48112587540129,5.308278014694494,LOW,False,False,129,C0Z150,吉安光華,0.0,0.0,122.5,2306.9587591492823,吉安光華,0.0,0.0,122.5,SAFE,0.42455940237294976,0.02005529934572644,0.0,0.15461238063425034
2916,花蓮縣吉安鄉,南華村,南華四街123號,121.5513,23.9527,南華活動中心,南華村,63,"水災,震災,土石流",蕭萬生,8534573,是,否,是,1921.4088796070275,>=1000m,66.20875504552102,3.5372051178116544,5.041212694559419,LOW,False,False,15,C2TB30,吉安,0.5,0.5,109.5,876.3607119909915,吉安,0.5,0.5,109.5,SAFE,0.20767641568198136,0.016523119149160055,0.25,0.16514368123344147
